42,43
19,54
9,50
86,60
8,36
70,65
40,64
47,25
89,32
82,52
30,76
9,56
69,58
30,85
60,40
62,93
16,54
8,54
18,52
83,55
10,91
18,26
58,47
100,85
42,67
27,53
9,41
79,16
87,24
80,28
37,29
77,34
32,84
54,57
90,21
88,74
17,43
29,20
70,59
56,41
56,24
40,30
18,63
15,82
29,31
49,27
39,15
36,65
64,27
100,13
18,91
70,71
56,65
68,86
73,35
63,91
13,42
89,28
16,27
27,39
75,89
7,94
26,91
50,86
17,16
96,22
48,97
77,72
15,10
60,29
20,4
36,85
6,67
14,1
19,99
61,82
3,9
0,73
23,95
43,44
65,22
32,50
76,93
29,29
49,7
23,16
10,17
51,31
39,23
81,99
63,45
84,31
79,11
92,11
29,77
39,53
60,29
47,10
53,23
60,51
55,6
54,46
16,27
91,42
31,41
78,18
85,11
68,94
24,39
3,98
93,92
99,60
4,42
24,87
89,67
33,60
77,23
54,65
97,66
28,12
52,11
2,67
59,95
75,74
95,98
0,79
37,72
57,89
63,27
73,27
99,83
44,61
82,12
83,60
56,11
96,71
14,50
75,21
92,63
77,31
64,7
93,18
45,0
99,7
49,26
10,25
11,51
9,73
40,4
38,17
0,22
67,38
56,66
13,8
9,32
7,87
98,12
9,79
30,74
26,81
29,27
56,2
24,6
78,74
46,25
84,60
76,41
79,40
98,16
98,82
64,15
40,80
46,24
10,9
21,41
31,19
75,62
68,6
2,20
43,86
21,9
78,15
93,42
59,9
58,64
99,44
13,45
42,74
71,23
18,32
40,27
25,100
67,59
28,45
73,19
75,6
86,63
7,17
85,39
81,71
73,25
46,67
55,70
33,32
85,19
27,97
7,88
40,89
40,97
3,0
31,98
75,80
55,88
9,84
97,59
86,44
85,98
10,16
56,12
100,87
21,82
5,89
39,74
72,22
45,11
1,27
44,98
57,66
5,77
19,87
97,43
15,77
65,43
20,8
40,4
14,1
38,13
63,86
43,14
56,32
40,94
47,24
41,4
71,54
17,14
11,7
31,19
45,91
72,65
29,70
13,49
33,66
68,81
61,4
42,62
35,70
74,36
23,96
28,49
9,22
43,87
0,59
84,15
74,35
66,51
10,37
23,32
18,45
44,37
56,64
98,3
68,56
66,84
53,89
11,81
28,89
8,7
64,38
66,26
26,53
26,76
95,89
81,62
20,87
38,50
77,49
43,75
4,39
69,49
47,60
87,98
30,70
83,24
79,45
8,66
50,64
14,95
70,24
1,6
37,0
73,99
16,23
83,87
46,41
13,82
31,21
48,36
84,7
53,22
63,66
87,51
71,16
23,4
11,22
62,42
20,34
59,59
62,97
64,84
78,9
75,93
61,95
32,11
47,23
14,86
60,13
15,51
52,41
99,28
100,7
88,26
5,61
97,18
9,73
55,62
71,89
59,86
7,77
54,69
73,88
48,9
89,9
12,15
6,93
88,7
1,33
84,0
4,47
50,29
47,29
8,39
94,69
85,7
27,4
87,90
8,25
25,21
10,76
82,26
93,1
93,9
85,74
82,1
4,21
87,71
54,6
83,91
69,26
43,84
83,63
33,29
31,59
72,24
7,51
61,71
3,22
80,76
4,65
65,38
42,39
50,16
60,66
4,60
33,73
45,51
33,41
63,92
80,62
93,26
47,63
26,84
21,75
10,49
16,83
2,56
37,45
69,19
30,93
53,77
52,8
98,73
49,49
45,10
72,15
81,32
94,99
83,26
38,28
43,85
50,75
55,78
8,23
84,7
6,78
50,92
26,87
80,16
27,100
65,33
2,15
51,64
99,75
30,89
91,59
72,29
1,19
78,61
47,56
80,19
46,6
82,4
84,59
85,47
78,34
12,31
94,7
4,71
42,50
35,53
74,94
83,79
23,21
6,43
7,32
55,52
38,95
89,88
37,32
47,51
67,64
5,1
55,98
37,75
75,7
85,93
26,100
29,67
67,2
59,9
91,56
36,45
44,97
34,15
94,51
84,71
5,80
46,67
80,59
59,84
14,24
40,91
32,36
55,61
83,28
37,2
76,15
85,61
63,10
2,44
62,79
49,66
5,94
21,83
83,15
38,68
90,94
89,13
76,58
21,69
94,69
20,18
62,95
9,23
69,87
31,59
0,19
75,15
62,53
70,83
69,89
31,89
32,0
61,48
66,40
95,76
7,23
93,27
34,100
75,67
10,22
77,90
3,27
99,12
11,47
36,59
31,61
54,61
73,84
24,1
72,13
50,67
22,47
21,57
13,36
39,42
86,5
58,65
85,52
89,59
44,25
85,19
29,14
75,61
78,63
0,100
81,0
54,65
24,82
61,60
22,89
80,26
75,20
63,100
100,34
88,23
97,23
44,80
17,11
93,19
17,86
67,18
16,18
23,21
94,87
29,1
28,11
72,70
4,10
42,2
7,75
25,18
82,80
83,72
43,50
95,6
40,2
59,71
39,66
36,38
88,45
57,97
30,68
66,17
69,9
88,4
1,40
99,9
25,63
29,93
53,2
16,87
16,92
40,46
0,59
96,22
61,36
24,29
35,89
49,9
86,3
55,9
86,13
46,49
95,7
37,65
90,94
77,96
17,12
63,16
67,48
58,65
6,55
21,2
97,42
64,22
30,83
5,16
21,8
96,6
95,61
4,3
88,93
32,30
74,95
35,27
10,98
6,16
18,86
21,5
98,81
4,23
1,26
61,19
35,21
7,26
12,53
12,100
4,58
54,7
40,8
35,66
12,87
15,11
62,51
44,90
30,83
100,97
85,46
53,81
79,41
66,78
71,68
7,81
14,65
25,25
63,58
3,32
41,94
46,82
69,26
37,31
50,79
13,33
33,93
59,45
80,90
50,44
50,51
78,10
22,17
26,82
44,29
89,32
95,95
18,95
6,20
85,25
51,22
30,20
53,84
17,79
48,77
52,56
7,7
27,17
86,18
81,20
66,93
90,71
23,39
10,56
66,7
5,55
95,9
93,16
83,70
40,56
23,94
34,27
68,100
72,5
85,76
27,6
72,91
80,76
85,14
80,56
65,47
47,58
61,94
0,77
30,39
72,9
71,70
45,42
52,59
49,99
98,30
86,44
4,50
58,99
68,39
88,65
78,93
56,19
0,94
62,58
32,94
47,64
28,89
3,42
45,44
19,67
23,4
26,62
57,86
34,49
54,16
52,78
5,58
72,18
96,57
25,52
89,47
45,34
20,97
34,65
36,51
10,68
48,51
1,25
43,95
57,86
2,71
87,80
84,31
93,96
64,30
16,88
9,53
26,98
29,57
2,63
70,63
41,23
17,59
98,9
15,14
62,13
47,41
60,46
5,97
31,50
53,85
70,92
79,5
37,20
85,89
25,36
51,98
54,84
41,1
28,66
89,35
53,94
25,3
78,43
70,52
14,56
99,92
88,23
29,55
22,73
73,20
75,47
100,58
32,65
39,10
100,54
72,4
62,63
57,42
51,32
72,89
35,84
90,50
10,25
78,38
49,69
18,13
35,57
83,35
76,12
89,54
29,94
23,84
74,7
76,87
82,4
72,7
90,70
33,8
6,41
94,41
96,64
88,74
51,83
61,76
59,72
50,75
69,30
94,96
93,44
90,96
89,67
96,41
25,94
60,48
22,45
10,80
38,96
4,99
13,43
22,78
35,14
62,26
99,8
68,49
12,87
33,30
66,21
17,83
79,74
40,27
79,44
37,95
76,11
21,32
90,99
88,19
2,73
36,26
24,65
16,96
62,44
14,8
38,48
63,35
92,98
4,50
51,24
12,48
5,60
55,85
68,66
89,31
71,54
11,47
8,87
83,1
52,33
63,22
59,68
46,57
4,74
83,40
42,11
23,87
23,34
65,79
59,24
24,40
58,72
31,39
93,78
47,78
43,0
0,61
86,41
50,50
0,35
92,5
2,47
93,58
86,81
60,59
64,76
78,19
15,35
38,96
89,60
78,75
68,50
83,8
6,64
3,86
84,97
8,21
6,65
21,75
42,31
72,19
47,86
4,22
15,28
73,26
17,38
59,1
4,64
54,21
24,50
76,84
33,11
37,14
63,100
83,18
90,22
22,38
25,52
43,82
24,73
64,70
31,40
97,69
2,95
1,96
75,70
74,45
24,98
7,56
70,80
89,4
62,98
36,46
63,77
88,8
46,76
11,37
44,30
74,87
38,38
92,9
70,78
5,64
47,100
87,29
20,10
91,68
58,21
67,2
75,59
25,8
72,26
95,71
35,19
4,76
99,32
32,98
17,93
50,75
47,42
17,59
5,4
38,44
53,4
48,2
76,80
35,21
54,89
7,63
6,40
27,88
85,19
66,60
3,12
69,48
40,83
35,18
20,46
27,45
0,6
64,82
18,100
83,31
69,50
88,22
22,18
49,56
10,43
92,7
72,12
11,71
96,23
80,28
29,8
85,43
4,47
0,89
40,31
95,62
93,81
71,77
49,50
86,100
79,38
67,29
0,4
23,96
78,19
12,31
27,70
37,22
56,78
76,70
91,41
32,50
33,18
54,66
63,99
27,5
72,50
92,16
36,86
70,14
18,78
60,17
80,62
58,53
48,73
88,0
42,84
78,92
28,17
31,78
9,53
58,80
72,48
9,21
66,8
14,13
56,14
20,48
94,87
37,81
62,39
86,91
51,89
32,27
12,40
82,82
76,46
100,76
27,1
9,55
99,28
56,8
59,92
73,69
32,34
10,40
61,46
61,28
44,67
13,55
9,87
55,89
87,43
44,29
73,78
90,54
67,31
76,96
70,100
46,58
77,78
34,63
74,44
54,56
13,61
48,95
26,36
66,15
63,66
95,94
28,13
61,48
61,62
20,9
74,12
2,58
30,21
20,76
52,3
68,55
10,21
99,61
34,62
51,86
43,36
98,9
8,46
43,1
97,42
41,41
38,97
58,94
87,56
64,6
39,79
16,53
67,38
95,34
39,34
42,95
0,30
50,87
29,60
55,9
77,41
70,82
59,46
45,7
19,69
92,88
88,14
2,90
89,71
77,25
18,65
63,74
86,38
51,55
59,65
83,84
31,49
87,63
99,38
66,17
41,60
40,35
80,70
89,31
96,39
52,47
43,72
66,10
21,56
82,69
14,30
40,51
8,12
61,21
20,79
27,88
3,10
43,40
89,58
40,71
35,38
61,67
83,91
56,77
77,65
95,74
57,94
19,95
7,58
97,36
47,49
22,75
46,21
51,78
40,23
1,78
19,3
85,53
48,89
47,80
27,32
28,64
67,46
49,67
4,31
83,26
12,5
21,49
98,100
40,78
18,31
0,27
54,18
33,23
39,82
22,74
97,8
98,12
15,76
89,21
38,92
65,14
98,38
57,5
55,5
62,23
91,92
38,19
60,99
27,5
52,14
87,22
10,96
61,22
32,69
85,17
85,7
56,88
71,20
11,56
62,71
80,32
25,4
57,16
37,74
52,87
56,24
28,13
27,3
6,83
37,76
81,2
92,38
33,2
75,33
70,94
23,76
11,53
67,34
73,71
93,1
92,2
86,89
75,23
85,88
20,47
32,48
83,61
28,79
1,16
54,70
70,23
43,6
87,51
73,29
29,73
29,42
44,6
71,55
85,83
27,49
16,73
55,65
58,25
32,40
39,14
2,67
76,25
59,19
19,29
52,64
10,8
91,32
22,45
61,21
29,71
31,29
24,53
46,19
71,77
11,61
13,75
15,16
23,27
56,47
27,54
70,59
60,91
60,60
57,22
92,41
5,60
68,97
31,2
37,84
54,21
66,44
84,72
12,17
13,72
71,13
95,80
95,73
87,54
96,7
51,87
98,47
89,67
63,12
61,70
89,40
87,37
71,9
36,98
6,7
29,80
72,48
16,48
56,0
80,62
81,82
9,85
33,36
79,27
53,10
97,31
32,15
19,43
84,35
52,76
88,26
86,6
97,75
19,62
87,42
7,10
56,42
92,61
7,52
74,87
42,73
28,72
49,3
86,100
58,10
44,49
61,71
3,46
6,3
98,35
65,47
49,23
65,42
66,17
3,86
9,45
61,25
98,18
41,98
93,92
73,84
60,33
27,48
70,19
55,73
73,41
66,74
74,66
61,85
41,99
97,36
74,17
89,95
3,19
6,63
0,9
73,1
39,67
13,7
91,27
6,45
91,31
3,11
56,38
22,13
47,80
79,73
17,15
29,88
96,18
86,59
84,34
68,97
91,90
24,72
72,35
90,83
97,39
13,87
41,82
86,24
99,53
84,95
73,60
32,46
0,82
29,83
41,87
32,51
15,40
81,42
62,96
29,54
40,8
55,86
69,6
22,62
54,11
23,79
15,16
53,59
80,72
57,97
82,43
44,72
1,44
65,43
13,17
19,54
50,24
84,68
81,25
99,14
33,83
32,72
47,91
53,32
28,14
36,5
34,39
40,99
64,100
51,64
75,69
84,36
42,91
34,61
69,76
69,56
87,19
50,28
6,52
34,11
34,99
98,79
51,45
65,9
13,19
98,72
80,58
68,33
92,70
21,23
24,43
7,7
74,4
85,19
82,9
83,82
93,96
55,42
23,59
83,84
3,90
70,96
9,54
52,70
1,66
76,65
2,95
2,49
67,57
91,46
94,36
42,72
35,46
35,23
7,68
52,93
67,4
16,19
55,89
93,98
36,97
10,42
48,79
86,62
21,72
37,69
21,77
67,55
52,46
98,14
77,93
69,4
53,0
80,79
5,74
78,80
42,54
0,1
49,58
28,36
87,83
70,78
67,31
62,96
32,58
45,72
100,31
47,44
37,61
48,96
74,44
61,23
54,38
43,38
73,10
3,26
12,40
33,24
43,0
99,58
89,60
100,64
100,9
8,6
87,30
66,80
66,61
12,40
75,86
0,7
60,53
29,65
65,48
97,93
19,35
77,30
60,60
98,74
43,40
26,89
33,34
63,64
39,79
98,73
17,40
40,82
56,90
95,7
44,24
94,77
4,46
20,85
19,20
47,4
85,3
62,94
51,30
47,39
82,63
54,54
35,61
62,46
9,86
32,44
59,32
75,55
27,88
22,49
35,98
81,5
21,26
95,28
83,29
5,39
24,35
87,60
45,4
7,5
87,18
10,3
53,55
6,87
25,81
99,63
46,49
59,23
34,31
18,87
64,28
37,0
77,86
12,35
2,93
33,69
94,16
82,4
27,74
58,29
81,7
12,5
97,55
73,18
54,72
98,72
94,18
38,30
100,29
50,80
0,46
47,58
14,28
81,89
19,11
66,53
88,71
56,0
77,3
49,79
39,82
4,8
25,69
70,89
69,72
5,63
100,69
94,89
61,36
62,53
23,34
45,46
99,50
62,33
96,94
39,100
15,38
71,82
87,0
100,30
24,47
52,11
29,26
54,66
100,50
63,98
14,68
17,63
2,50
34,66
56,13
55,38
62,40
84,39
24,24
97,51
22,33
39,76
64,74
20,6
68,52
38,80
88,34
77,57
64,84
22,44
43,93
4,89
0,84
100,96
14,18
70,75
77,15
21,42
51,13
23,81
57,7
77,56
23,34
58,86
37,69
86,50
16,2
87,38
60,84
93,38
11,45
90,99
25,39
74,92
33,69
39,36
86,10
23,53
48,28
48,5
52,8
29,7
78,51
12,84
51,9
89,77
76,30
23,95
9,71
53,78
71,13
71,24
60,86
19,38
27,40
45,19
68,100
2,81
18,45
34,10
52,51
45,86
21,61
91,40
35,58
12,66
4,16
100,52
91,45
44,17
22,59
26,8
37,18
92,12
2,73
24,40
64,60
43,95
53,10
42,33
85,67
59,24
29,78
57,100
39,11
45,62
59,29
69,12
49,50
91,85
97,66
7,84
53,68
10,88
18,22
43,20
40,93
76,36
6,77
62,34
19,23
36,57
59,22
5,94
88,5
59,39
